sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
MK540868	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1979R
MK540869	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1980R
MK540872	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0371R
MK540873	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0437R
MK540874	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0478R
MK540875	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0489R
MK540876	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0567R
MK540878	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0788R
MK540879	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0862R
MK540882	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2017	2017	2017	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2017.0952R
MK540883	AL_RAC-SK	RAC-SK	USA	United States	Pennsylvania	1989	1989	1989	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	PA.1989.1759R
MK540884	AL_RAC-SK	RAC-SK	USA	United States	Pennsylvania	1989	1989	1989	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	PA.1989.1784R
MK540885	AL_RAC-SK	RAC-SK	USA	United States	Pennsylvania	1989	1989	1989	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	PA.1989.1819R
MK540886	AL_RAC-SK	RAC-SK	USA	United States	Pennsylvania	1989	1989	1989	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	PA.1989.1872R
MN418142	AL_RAC-SK	RAC-SK	USA	United States	Denville, NJ	2018	2018	2018	11925	30-May-2020	30-May-2020	Procyon lotor	-	731-18
MN418143	AL_RAC-SK	RAC-SK	USA	United States	Lloyd Harbor, NY	2008	2008	2008	11925	30-May-2020	30-May-2020	Procyon lotor	-	8952-08
MN418144	AL_RAC-SK	RAC-SK	USA	United States	Westerlo, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	8775-17
MN418145	AL_RAC-SK	RAC-SK	USA	United States	New Paltz, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	871-17
MN418146	AL_RAC-SK	RAC-SK	USA	United States	Brownsville, VT	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	760-18
MN418147	AL_RAC-SK	RAC-SK	USA	United States	Cobleskill, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	5318-17
MN418150	AL_RAC-SK	RAC-SK	USA	United States	New London, CT	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT661885
MN418151	AL_RAC-SK	RAC-SK	USA	United States	Ridgefield, CT	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT608844
MN418152	AL_RAC-SK	RAC-SK	USA	United States	Cornwallville, NY	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	3617-17
MN418153	AL_RAC-SK	RAC-SK	USA	United States	Tarrytown, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	7869-17
MN418155	AL_RAC-SK	RAC-SK	USA	United States	Bridgeport, CT	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT607469
MN418156	AL_RAC-SK	RAC-SK	USA	United States	Lincoln Park, NJ	2018	2018	2018	11925	30-May-2020	30-May-2020	Procyon lotor	-	2006-18
MN418157	AL_RAC-SK	RAC-SK	USA	United States	Bronx, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	7314-17
MN418159	AL_RAC-SK	RAC-SK	USA	United States	Hicksville, NY	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	738-16
MN418160	AL_RAC-SK	RAC-SK	USA	United States	Weston, CT	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT682858
MN418162	AL_RAC-SK	RAC-SK	USA	United States	Hudson, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	9049-17
MN418163	AL_RAC-SK	RAC-SK	USA	United States	Ridgefield, CT	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT641269
MN418164	AL_RAC-SK	RAC-SK	USA	United States	Huntington, NY	2009	2009	2009	11925	30-May-2020	30-May-2020	Procyon lotor	-	135-09
MN418167	AL_RAC-SK	RAC-SK	USA	United States	Slate Hill, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	849-17
MN418169	AL_RAC-SK	RAC-SK	USA	United States	Midland Park, NJ	2018	2018	2018	11925	30-May-2020	30-May-2020	Procyon lotor	-	2677-18
MN418171	AL_RAC-SK	RAC-SK	USA	United States	Upper Saddle River, NJ	2018	2018	2018	11925	30-May-2020	30-May-2020	Procyon lotor	-	854-18
MN418173	AL_RAC-SK	RAC-SK	USA	United States	Plymouth, MA	2018	2018	2018	11925	30-May-2020	30-May-2020	Procyon lotor	-	37-18
MN418174	AL_RAC-SK	RAC-SK	USA	United States	Bronx, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	7346-17
MN418175	AL_RAC-SK	RAC-SK	USA	United States	Vergennes, VT	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	752-18
MN418176	AL_RAC-SK	RAC-SK	USA	United States	Greene, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	466-17
MN418178	AL_RAC-SK	RAC-SK	USA	United States	Clinton, NY	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	259-17
MN418179	AL_RAC-SK	RAC-SK	USA	United States	Woodstock, VT	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	761-18
MN418181	AL_RAC-SK	RAC-SK	USA	United States	Weston, CT	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT648095
MN418182	AL_RAC-SK	RAC-SK	USA	United States	Fairfield, CT	2016	2016	2016	11925	30-May-2020	30-May-2020	Procyon lotor	-	CT627067
MN418184	AL_RAC-SK	RAC-SK	USA	United States	Washington, ME	2017	2017	2017	11925	30-May-2020	30-May-2020	Procyon lotor	-	8994-17
MN862283	AL_RAC-SK	RAC-SK	USA	United States	Alabama	1991	1991	1991	11924	18-Feb-2020	18-Feb-2020	Procyon lotor	-	FLI 13205
MW055079	AL_RAC-SK	RAC-SK	USA	United States	Baltimore, MD	2016	2016	2016	1353	22-Nov-2020	22-Nov-2020	Procyon lotor	33158200	A17-3567
MW055080	AL_RAC-SK	RAC-SK	USA	United States	Baltimore, MD	2016	2016	2016	1353	22-Nov-2020	22-Nov-2020	Procyon lotor	33158200	A17-3565
ON986433	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_739
ON986434	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_853
ON986435	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_2282
ON986436	AL_RAC-SK	RAC-SK	USA	United States	Windham,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_3374
ON986437	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_3652
ON986438	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_4682
ON986439	AL_RAC-SK	RAC-SK	USA	United States	Hartford,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_4698
ON986440	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2017	2017	2017	11920	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_4796
ON986441	AL_RAC-SK	RAC-SK	USA	United States	NewHaven,CT	2017	2017	2017	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	17_5642
ON986442	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_256
ON986443	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_341
ON986444	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_342
ON986445	AL_RAC-SK	RAC-SK	USA	United States	NewHaven,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_380
ON986446	AL_RAC-SK	RAC-SK	USA	United States	Litchfield,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_402
ON986447	AL_RAC-SK	RAC-SK	USA	United States	NewLondon,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_682
ON986448	AL_RAC-SK	RAC-SK	USA	United States	NewLondon,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_811
ON986449	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_818
ON986450	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_2780
ON986451	AL_RAC-SK	RAC-SK	USA	United States	Litchfield,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_2819
ON986452	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_3087
ON986453	AL_RAC-SK	RAC-SK	USA	United States	NewHaven,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_3493
ON986454	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2018	2018	2018	11920	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_4123
ON986455	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_4164
ON986456	AL_RAC-SK	RAC-SK	USA	United States	Litchfield,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_5027
ON986457	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2018	2018	2018	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	18_5227
ON986458	AL_RAC-SK	RAC-SK	USA	United States	Middlesex,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_259
ON986459	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_767
ON986460	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_1026
ON986461	AL_RAC-SK	RAC-SK	USA	United States	Fairfield,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_1395
ON986462	AL_RAC-SK	RAC-SK	USA	United States	Windham,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_1901
ON986463	AL_RAC-SK	RAC-SK	USA	United States	NewLondon,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_1956
ON986464	AL_RAC-SK	RAC-SK	USA	United States	Tolland,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_2116
ON986465	AL_RAC-SK	RAC-SK	USA	United States	NewHaven,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_2481
ON986466	AL_RAC-SK	RAC-SK	USA	United States	Middlesex,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_2810
ON986467	AL_RAC-SK	RAC-SK	USA	United States	NewHaven,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_3503
ON986468	AL_RAC-SK	RAC-SK	USA	United States	Windham,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_3630
ON986469	AL_RAC-SK	RAC-SK	USA	United States	Windham,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_3928
ON986470	AL_RAC-SK	RAC-SK	USA	United States	Hartford,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_4255
ON986471	AL_RAC-SK	RAC-SK	USA	United States	Litchfield,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_4780
ON986472	AL_RAC-SK	RAC-SK	USA	United States	NewHaven,CT	2019	2019	2019	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	19_4783
ON986473	AL_RAC-SK	RAC-SK	USA	United States	Middlesex,CT	2020	2020	2020	11921	22-Oct-2022	22-Oct-2022	Procyon lotor	36213416	20_651
OP221406	AL_RAC-SK	RAC-SK	USA	United States	PA	2019	2019	2019	1353	07-Oct-2022	07-Oct-2022	Procyon lotor	36146650	1452_2019_PA_juvenile_raccoon
U27218	AL_RAC-SK	RAC-SK	-	-	-	-	-	1995	1427	01-Jul-1995	08-Feb-2001	Procyon lotor	8919819	NY 516
U27219	AL_RAC-SK	RAC-SK	-	-	-	-	-	1995	1427	01-Jul-1995	08-Feb-2001	Procyon lotor	8919819	NY 771
U27220	AL_RAC-SK	RAC-SK	-	-	-	-	-	1995	1427	01-Jul-1995	08-Feb-2001	Procyon lotor	8919819	FLA 125
U27221	AL_RAC-SK	RAC-SK	-	-	-	-	-	1995	1427	01-Jul-1995	08-Feb-2001	Procyon lotor	8919819	PA R89
